TransactionID,CustomerID,TransactionDate,TransactionAmount,MerchantCategory,TransactionCity,TransactionCountry,PaymentStatus,CreditLimit,AvailableCredit
82855338,83521,2024-11-22,18732.8,Dining,Bhilwara,India,Success,262450.77,321789.87
45845300,627795,2024-04-15,49816.9,Retail,Morbi,India,Failed,295621.12,135259.67
25740492,67681,2024-06-11,22384.98,Dining,Bhubaneswar,India,Success,394853.7,273407.12
83753706,486971,2024-06-13,29252.32,Groceries,Chinsurah,India,Success,286484.61,119145.0
64413261,113816,2024-04-22,13675.92,Groceries,Dhanbad,India,Failed,121279.15,161366.03
4127910,978436,2024-05-04,2048.94,Groceries,Karnal,India,Success,379669.65,260730.67
64260612,391349,2024-08-12,47160.88,Retail,Yamunanagar,India,Success,450972.18,446384.71
39904551,463080,2024-10-01,15201.32,Travel,Dhule,India,Success,216141.64,260423.47
73892828,888349,2024-08-09,41683.13,Travel,Meerut,India,Failed,415995.39,279697.04
76532787,493632,2024-05-12,27328.79,Retail,Hindupur,India,Success,361524.91,130727.53
60751960,423408,2024-03-09,4494.65,Groceries,Suryapet,India,Failed,485610.54,200625.79
36176233,363965,2024-03-03,47157.36,Travel,Etawah,India,Success,243542.15,443370.22
29764602,267528,2024-03-16,38193.75,Dining,Bellary,India,Success,441929.25,117193.32
23057578,23715,2024-03-02,8168.65,Groceries,Bidar,India,Success,497134.34,354155.61
16622444,678704,2024-08-28,37034.45,Retail,Siwan,India,Failed,408944.39,425921.1
12116750,314515,2024-12-22,2495.1,Groceries,Agra,India,Failed,432887.72,206239.81
78244551,992094,2024-11-18,48481.27,Travel,Agra,India,Success,381900.23,332538.49
80628431,249047,2024-06-05,11136.99,Travel,Surendranagar Dudhrej,India,Failed,419979.95,358396.87
22349378,347879,2024-10-29,49555.53,Retail,Giridih,India,Success,464204.56,264864.47
1492139,528889,2024-06-24,15034.61,Retail,Gopalpur,India,Success,107156.38,403524.96
29296822,221416,2024-07-05,34229.7,Dining,Jalna,India,Success,428031.3,342424.45
42383137,834339,2024-09-06,43245.06,Dining,Saharsa,India,Success,435241.64,56584.04
78162256,107123,2024-07-16,6533.01,Groceries,Ujjain,India,Success,346383.64,377978.54
12170236,146801,2024-07-26,672.32,Retail,Mau,India,Success,323720.37,169254.08
81771010,282576,2024-02-12,33096.94,Groceries,Tezpur,India,Failed,183160.27,51700.42
48122708,365189,2024-06-20,30998.32,Dining,Kishanganj,India,Success,261555.24,365038.27
18294115,113816,2024-01-27,20828.84,Groceries,Vadodara,India,Success,440826.81,288745.97
49933126,3852,2024-03-21,14823.53,Travel,Karimnagar,India,Failed,290356.79,458954.44
43032005,580801,2024-04-12,23676.71,Travel,Karaikudi,India,Failed,114328.6,380876.64
31335954,880034,2024-07-16,28970.43,Travel,Kakinada,India,Failed,221023.48,296538.6
59392651,488252,2024-10-28,6621.99,Retail,Jalandhar,India,Success,387176.41,174747.37
67001414,935045,2024-11-05,43007.11,Dining,Munger,India,Success,313753.34,212116.0
86919453,481689,2024-07-28,40028.24,Dining,Bhopal,India,Success,296686.61,32500.82
54134589,208107,2024-12-15,4031.55,Dining,Delhi,India,Failed,181029.07,298345.53
85482343,21286,2024-02-26,41420.02,Travel,Orai,India,Failed,113731.28,232828.67
61808673,73008,2024-03-19,21012.11,Travel,Kozhikode,India,Success,444895.52,414920.98
1903717,525970,2024-03-22,28052.45,Dining,Siwan,India,Success,309840.19,41114.42
69242317,628160,2024-06-07,45860.72,Groceries,Bongaigaon,India,Success,102035.87,16348.94
86433954,168574,2024-10-20,49748.41,Groceries,Erode,India,Failed,466458.99,196695.48
2757242,941625,2024-03-17,1586.94,Groceries,Yamunanagar,India,Failed,377515.87,208380.2
10194952,516275,2024-03-17,23674.18,Travel,Adoni,India,Success,208727.09,40987.92
67814463,468075,2024-07-17,20660.29,Retail,Gangtok,India,Success,273348.38,12139.4
70539929,76076,2024-04-21,10218.05,Retail,Nanded,India,Success,338583.02,97277.54
14220969,347854,2024-03-02,24809.91,Travel,Gandhidham,India,Failed,287366.43,47584.21
98065853,794496,2024-02-14,4088.89,Groceries,Bhubaneswar,India,Failed,174946.78,47660.21
96843684,978137,2024-04-27,6984.02,Travel,Raipur,India,Success,198555.71,459792.05
85949477,374300,2024-02-25,31236.72,Retail,Karnal,India,Failed,357199.13,426997.42
72318380,840076,2024-04-10,2923.76,Travel,Jamshedpur,India,Success,66010.81,153864.95
16884866,853028,2024-06-15,40559.81,Dining,Ujjain,India,Failed,119921.11,318838.22
19922238,141161,2024-03-23,27292.45,Dining,Ahmednagar,India,Success,252686.13,147232.57
96275720,404270,2024-01-30,26765.42,Groceries,Mehsana,India,Failed,256622.5,191427.53
46926082,999088,2024-06-21,3638.51,Retail,Mangalore,India,Failed,479613.0,492169.71
26846762,192805,2024-05-04,34399.64,Groceries,Motihari,India,Success,280101.52,139902.05
71560992,468650,2024-03-04,3160.14,Retail,Raiganj,India,Failed,241011.04,263671.64
48359948,407152,2024-10-30,25878.34,Retail,Vellore,India,Failed,185370.91,489349.01
22360519,160454,2024-07-09,32167.72,Travel,Chandigarh,India,Success,297177.56,161697.62
21648413,840250,2024-06-20,15985.9,Travel,Jalandhar,India,Success,291084.57,258862.23
65517967,960252,2024-07-24,22434.22,Groceries,Singrauli,India,Failed,101698.44,38397.91
85205874,22589,2024-01-26,34685.92,Retail,Karaikudi,India,Failed,308213.32,448031.88
15642463,464767,2025-01-09,32748.75,Travel,Rampur,India,Failed,348509.55,453318.16
46891788,406915,2024-03-06,26031.21,Travel,Sri Ganganagar,India,Success,166249.04,283320.04
14451691,688651,2024-09-04,24153.66,Retail,Rampur,India,Success,391374.38,497020.43
43949391,573014,2024-09-11,7526.58,Travel,Jamshedpur,India,Success,105355.2,287475.01
24826314,416909,2024-08-12,22865.49,Groceries,Nangloi Jat,India,Success,475864.89,223655.89
34981896,200614,2024-05-15,40637.53,Travel,Bidar,India,Success,57970.72,219165.71
57310470,675167,2024-02-21,22886.17,Groceries,Srinagar,India,Success,415376.3,212417.03
83757964,276189,2024-10-10,13390.88,Dining,Sagar,India,Success,467476.97,38955.36
73226633,947367,2024-09-05,33721.09,Dining,Rajahmundry,India,Failed,381687.14,393611.32
82986426,105199,2024-10-20,2549.69,Dining,Bhilwara,India,Failed,125038.24,261888.04
66607764,869036,2024-07-28,47322.75,Dining,Kirari Suleman Nagar,India,Success,396980.47,372985.28
54650267,497496,2024-02-01,7932.47,Retail,Belgaum,India,Success,80263.38,5083.38
55580176,959152,2024-12-31,29821.01,Travel,Bhavnagar,India,Success,71961.4,13154.43
13871714,160690,2024-01-23,49685.94,Travel,Ambattur,India,Success,341507.27,188830.46
66935062,845666,2024-03-11,10855.99,Dining,Jalgaon,India,Failed,130561.55,4709.34
39034197,993671,2025-01-03,3446.28,Dining,Dindigul,India,Success,251303.62,293816.49
92736740,11195,2024-08-07,48835.25,Retail,Dehri,India,Success,480948.83,198877.49
51160695,116558,2024-02-29,47417.74,Retail,Ahmedabad,India,Failed,236334.59,286887.21
16108652,705856,2024-07-31,43930.89,Travel,Tinsukia,India,Failed,359323.08,401992.01
3833699,947935,2024-10-15,14992.25,Dining,Bhubaneswar,India,Success,333638.52,374342.88
17557668,297120,2024-05-04,38660.78,Groceries,Morena,India,Failed,230086.05,417650.77
35378874,382246,2024-09-15,37691.13,Groceries,Coimbatore,India,Success,175072.19,83875.53
10317398,150670,2024-03-22,27632.89,Travel,Jabalpur,India,Failed,104442.0,411286.37
81016584,290060,2024-10-21,45741.53,Dining,Satara,India,Success,348334.68,281017.92
91531389,605793,2024-10-05,4288.39,Retail,Patiala,India,Failed,342050.83,431235.75
60396924,698382,2024-02-11,46807.55,Travel,Rohtak,India,Success,263036.34,40068.0
24125650,137610,2024-10-02,4102.04,Travel,Dehradun,India,Success,188312.7,388127.32
49805386,698382,2024-10-10,15113.35,Groceries,Davanagere,India,Success,196165.69,290259.66
51951849,374930,2024-12-30,44090.52,Retail,Vijayawada,India,Failed,456401.43,9227.94
86165658,138953,2024-07-13,5841.17,Retail,Bathinda,India,Failed,436793.08,302884.28
97428419,768218,2024-05-18,18545.0,Groceries,Bhind,India,Success,389192.59,486949.72
62815931,564669,2024-07-07,4453.03,Dining,Kurnool,India,Failed,264377.93,369105.54
49515207,631825,2024-07-27,40717.28,Groceries,Alwar,India,Success,182799.11,21527.11
29933627,855229,2024-07-24,17099.75,Groceries,Rajahmundry,India,Failed,315890.9,60223.88
94492080,315183,2024-04-27,16946.57,Retail,Nellore,India,Success,169029.66,9118.85
24273112,627795,2024-09-18,9475.35,Dining,Davanagere,India,Success,200218.49,166390.71
78759793,327405,2024-04-21,15421.18,Groceries,Rajkot,India,Success,62529.78,234635.17
10777784,89301,2024-12-15,44935.74,Retail,Bhilai,India,Success,245672.97,251097.16
47656457,955563,2024-12-05,24536.44,Groceries,Anantapuram,India,Failed,422259.48,210526.39
98980428,363268,2024-05-26,45290.6,Retail,Phusro,India,Success,196126.17,398759.48
12188415,888349,2024-11-16,23917.5,Travel,Anantapuram,India,Failed,359602.9,320767.6
3845020,116374,2024-06-20,4779.36,Dining,Fatehpur,India,Failed,393744.04,142177.09
57296987,211859,2024-02-16,29844.66,Retail,Proddatur,India,Failed,134048.8,215231.32
54572696,275953,2024-09-04,10665.96,Retail,Tenali,India,Success,425294.99,386373.19
6158299,467953,2024-11-06,22701.67,Travel,Jhansi,India,Failed,465475.79,477687.08
51869722,870714,2025-01-16,16274.2,Travel,Visakhapatnam,India,Failed,184527.58,348025.54
94755667,738632,2024-03-11,9023.78,Retail,Nashik,India,Failed,178126.8,51345.04
29222650,146414,2024-08-18,46637.06,Retail,Dewas,India,Failed,317842.8,88733.17
59576791,850153,2024-03-16,34504.97,Groceries,Imphal,India,Failed,54471.66,384471.88
46287148,580801,2024-11-06,33395.03,Travel,Narasaraopet,India,Success,66348.63,363974.4
51722994,840250,2024-05-07,46756.22,Dining,Ahmedabad,India,Failed,448542.88,320301.41
49812213,170854,2024-03-25,778.74,Dining,Durgapur,India,Failed,216054.36,107080.41
55406307,87647,2024-05-26,12970.88,Travel,Secunderabad,India,Failed,219276.64,154984.04
90247352,141161,2024-11-26,26114.1,Retail,Muzaffarnagar,India,Failed,386167.47,452819.77
24923084,727717,2024-07-30,48807.12,Retail,Guntur,India,Success,99395.29,460331.03
91944700,748416,2024-03-01,6082.46,Dining,Gangtok,India,Failed,335400.49,484555.48
14542495,897229,2024-09-16,35970.33,Groceries,Ludhiana,India,Success,379465.76,193573.17
68074058,781435,2024-08-31,26406.15,Groceries,Darbhanga,India,Failed,414448.51,387581.57
80817294,780107,2024-07-10,41996.73,Retail,Sirsa,India,Failed,105148.79,162998.39
71399081,125097,2024-02-14,18078.43,Groceries,Dhanbad,India,Failed,344300.84,419070.29
75470725,634287,2025-01-15,17002.28,Travel,Visakhapatnam,India,Failed,389667.46,56794.72
42204924,971810,2024-10-19,14983.14,Travel,Davanagere,India,Failed,323131.68,457092.46
64276669,391349,2024-12-05,12953.77,Retail,Kadapa,India,Failed,327519.67,388466.04
19943759,202069,2024-01-22,869.35,Dining,Haldia,India,Success,354483.03,83866.94
84221617,982330,2024-05-30,24977.78,Dining,Hubli–Dharwad,India,Success,137768.94,289786.16
4009320,310559,2024-01-25,29032.52,Dining,Gulbarga,India,Failed,225984.0,292610.79
61043846,906255,2024-10-24,25708.9,Dining,Jaipur,India,Failed,65415.67,186398.55
38579113,176317,2024-04-11,552.35,Travel,Medininagar,India,Success,243521.54,4837.17
86279827,482587,2024-12-13,23160.24,Travel,Barasat,India,Failed,245617.16,406144.74
76382485,132503,2025-01-15,2533.85,Retail,Etawah,India,Success,57997.15,282870.81
2171452,614247,2024-02-15,47029.57,Retail,Bijapur,India,Success,88765.56,2665.96
48396139,200614,2024-04-14,39415.62,Dining,Chennai,India,Failed,151185.19,479535.82
27410085,440504,2024-12-31,42491.28,Travel,Gangtok,India,Failed,207513.22,161084.08
94253727,690037,2024-05-09,40597.68,Retail,Karawal Nagar,India,Success,158420.96,55306.03
75234955,498086,2024-04-08,49590.43,Dining,Siwan,India,Failed,327366.91,297415.07
34475215,757410,2024-11-15,34918.72,Retail,Tumkur,India,Failed,297659.34,221343.13
68147481,68571,2024-04-08,30253.51,Retail,Tezpur,India,Success,227364.35,415365.11
99499310,264359,2024-06-05,26219.91,Groceries,Jaipur,India,Failed,327857.56,18340.75
98847801,146801,2024-12-11,24280.96,Dining,Gudivada,India,Success,50771.79,155919.27
75467488,420710,2025-01-01,37587.8,Travel,Durg,India,Failed,488765.13,268764.71
13984600,476689,2024-07-06,46763.75,Travel,Dehradun,India,Success,223540.53,233229.27
95621326,319210,2024-03-30,20885.18,Groceries,Sangli-Miraj & Kupwad,India,Success,471550.89,80911.1
98374508,592551,2024-12-28,4134.77,Travel,Bhalswa Jahangir Pur,India,Success,467536.78,489947.68
68201141,680805,2024-12-07,39172.45,Retail,Guwahati,India,Failed,453718.69,456591.88
92659992,244410,2024-12-21,37542.24,Travel,Sonipat,India,Success,245384.48,377183.6
29352904,241442,2024-09-01,35415.41,Groceries,Sangli-Miraj & Kupwad,India,Success,62493.63,191784.22
77562930,90138,2024-09-12,48391.25,Travel,Ghaziabad,India,Success,490882.56,300389.41
72939462,65536,2024-06-15,44512.71,Retail,Ichalkaranji,India,Failed,296663.4,298183.69
22779025,850153,2024-08-01,33461.04,Travel,Surat,India,Success,428915.89,242852.4
12614514,618250,2024-06-07,21865.79,Retail,Durgapur,India,Success,342313.8,157748.92
92513658,796171,2024-02-15,43739.9,Groceries,Kulti,India,Success,335571.22,369967.03
63223265,67376,2024-11-16,33688.14,Travel,Siliguri,India,Success,491672.32,236491.87
90742517,834818,2024-07-20,8029.43,Retail,Bhiwandi,India,Failed,305243.32,339075.13
31322205,155273,2024-04-06,23045.76,Dining,Bidhannagar,India,Failed,91775.46,449416.86
68586824,254259,2024-07-04,5611.1,Dining,Bhilwara,India,Success,365387.98,334647.41
2446260,941625,2024-10-29,5592.46,Travel,Nandyal,India,Failed,433963.57,286280.13
56951601,892278,2024-05-09,16867.12,Groceries,Saharsa,India,Failed,58918.22,306822.13
38145989,573014,2024-06-27,7522.18,Travel,North Dumdum,India,Failed,387126.22,9924.64
93575882,68571,2024-11-14,42036.48,Retail,Bhimavaram,India,Success,275999.63,316942.58
67869167,796008,2024-04-11,13260.93,Retail,Bardhaman,India,Success,349735.68,263794.15
33215292,73008,2024-10-14,7729.88,Groceries,Sonipat,India,Success,400676.32,394414.96
918947,268077,2024-11-22,39761.24,Groceries,Dhule,India,Failed,270272.47,277722.06
3137365,648167,2024-07-13,9971.98,Retail,Motihari,India,Failed,417057.54,232960.42
54560986,493707,2024-06-10,30991.09,Travel,Bhilwara,India,Failed,142029.27,182037.11
29942660,277368,2024-04-30,26149.91,Travel,Pondicherry,India,Failed,172735.93,428130.74
76401192,310559,2025-01-15,48560.35,Travel,Imphal,India,Failed,201962.65,258037.91
59641323,949405,2024-12-11,1257.26,Travel,Thanjavur,India,Failed,226759.55,78712.78
91741771,773797,2024-02-07,45707.43,Travel,Kharagpur,India,Success,325703.13,409706.86
87789095,470885,2025-01-15,18573.78,Groceries,Kozhikode,India,Success,133244.06,342724.79
15246012,113816,2024-05-05,36684.36,Groceries,Purnia,India,Success,344605.57,321480.49
55768042,885698,2024-08-06,8372.81,Dining,Khandwa,India,Success,446196.07,421583.92
45016010,931228,2024-09-13,44135.93,Dining,Belgaum,India,Success,357872.06,463677.41
23343396,780153,2024-09-17,17214.83,Dining,Farrukhabad,India,Success,194022.69,238217.22
30476167,856024,2024-07-23,27570.53,Dining,Secunderabad,India,Success,70524.48,243487.04
59877987,184895,2024-11-26,5151.37,Dining,Navi Mumbai,India,Success,287253.75,422305.05
56443476,69800,2024-10-20,602.27,Travel,Rourkela,India,Failed,486787.3,485357.56
40952172,297120,2024-12-04,37799.19,Retail,Bilaspur,India,Success,490633.31,494404.03
38070569,798022,2024-04-12,979.17,Travel,Rourkela,India,Success,163480.33,481738.24
11687124,916450,2024-02-29,11867.87,Groceries,Kalyan-Dombivli,India,Failed,78360.41,425632.48
61599808,291778,2024-08-03,23909.38,Dining,Ongole,India,Failed,276368.73,373173.42
29300680,917367,2024-04-16,31232.92,Travel,Berhampur,India,Failed,351542.34,332349.71
9268857,870439,2024-09-29,39024.52,Travel,Mango,India,Success,475274.78,49864.86
2869467,191143,2024-02-06,37509.13,Groceries,Amaravati,India,Success,118604.7,172498.73
13075717,598741,2024-07-11,30691.46,Groceries,Parbhani,India,Success,204373.57,58516.87
84492664,378613,2024-11-12,3014.62,Groceries,Bilaspur,India,Failed,291051.33,148814.33
40005296,111617,2024-10-18,45261.2,Groceries,Raiganj,India,Failed,201807.48,155850.62
28358644,951360,2024-07-31,12095.2,Dining,Gudivada,India,Failed,72509.23,211416.52
31846046,214197,2024-05-10,23204.42,Dining,Shahjahanpur,India,Success,84710.9,471224.76
70731357,186641,2024-11-28,24783.24,Retail,Mehsana,India,Failed,199883.47,53529.69
9918271,449855,2024-10-03,42163.4,Groceries,Dehradun,India,Failed,256044.31,299646.04
70946586,704549,2024-05-22,19683.55,Dining,Rajkot,India,Failed,333666.06,320087.86
24816827,362071,2024-06-08,34620.41,Travel,Hubli–Dharwad,India,Failed,278567.63,113794.22
70295341,47550,2024-07-17,42311.97,Retail,Khammam,India,Success,262754.93,95514.18
87650748,832920,2024-06-13,36569.41,Dining,Mirzapur,India,Success,351831.35,310499.76
4168694,97949,2024-12-28,48294.37,Retail,Parbhani,India,Success,240462.19,195289.85
82854623,355039,2024-11-03,1087.82,Groceries,Arrah,India,Failed,304286.11,479091.97
2267956,949405,2024-06-05,34431.52,Groceries,Malegaon,India,Failed,464958.55,106281.33
59284039,257441,2024-03-30,4804.7,Groceries,Ramgarh,India,Success,151751.69,373264.86
73492498,645408,2024-08-02,29000.51,Dining,Mysore,India,Success,165695.13,376342.01
70975237,561382,2024-05-31,2364.95,Retail,Howrah,India,Failed,191208.66,452935.62
43539557,499170,2024-08-23,43499.93,Retail,Ramgarh,India,Failed,400029.05,276203.14
86865285,486971,2024-11-01,25569.97,Groceries,Siliguri,India,Success,472021.13,250921.21
42784765,984476,2024-03-26,15692.84,Groceries,Durgapur,India,Failed,187508.64,95537.55
20236195,186641,2024-04-27,23526.74,Dining,Bahraich,India,Success,252364.28,238571.74
3730751,582757,2024-03-23,20286.47,Dining,Karaikudi,India,Failed,351317.33,67048.67
80838903,231338,2024-05-26,3627.37,Travel,Farrukhabad,India,Failed,180684.18,270617.04
48006689,117415,2024-08-10,19431.88,Groceries,Amravati,India,Success,344254.25,237138.18
87245723,675125,2024-11-01,48042.21,Retail,Siwan,India,Failed,487370.26,94353.51
3279399,149507,2024-03-23,32250.36,Travel,Berhampur,India,Success,188404.2,68135.65
51521398,346599,2024-06-24,10345.45,Retail,Maheshtala,India,Success,481411.27,208019.15
56886896,898095,2024-07-10,48367.2,Groceries,Dindigul,India,Success,342396.24,29122.89
18298893,751584,2024-02-21,30919.79,Groceries,Munger,India,Success,130590.12,207382.92
34617146,670950,2024-07-14,31719.32,Groceries,Jammu,India,Failed,215094.29,171938.74
36860743,907014,2024-02-08,18699.36,Retail,Allahabad,India,Failed,212546.52,463375.83
57326723,400193,2024-11-26,32794.51,Retail,Gandhinagar,India,Failed,295481.02,150667.11
88136186,560612,2024-07-30,21007.82,Groceries,Srinagar,India,Failed,377816.15,267870.65
61748443,400862,2024-07-08,3697.01,Groceries,Sri Ganganagar,India,Success,272296.39,69538.18
2661079,508967,2024-10-26,28953.93,Retail,Baranagar,India,Failed,430862.66,7942.32
7428469,764524,2024-12-07,49617.14,Travel,Vellore,India,Failed,134292.76,256089.16
98177223,231338,2024-03-26,3660.33,Retail,Ahmednagar,India,Failed,164110.78,133164.79
24840116,479505,2024-04-21,23771.96,Travel,Jalandhar,India,Success,104547.45,440241.23
9273397,978436,2025-01-02,29709.12,Groceries,Udupi,India,Success,259014.05,459152.68
2865484,764524,2024-09-30,26529.96,Dining,Aurangabad,India,Failed,218678.58,339565.33
27517344,624623,2024-03-28,49108.97,Groceries,Tinsukia,India,Failed,76964.46,36681.84
28306803,144066,2025-01-02,34578.53,Dining,Siwan,India,Success,59714.88,43302.22
70276125,191143,2024-10-07,15834.27,Travel,Tirunelveli,India,Success,498031.08,171745.53
72063987,969177,2024-08-09,25814.16,Dining,Durg,India,Failed,232229.62,284255.39
56941880,540832,2024-12-01,43698.87,Groceries,Siwan,India,Failed,310682.0,312249.35
29089790,105887,2024-08-07,38251.67,Dining,Haldia,India,Success,245793.88,58512.31
48597440,949405,2024-04-27,29941.48,Travel,Bhopal,India,Success,102599.96,67986.12
17642276,556894,2024-11-23,13926.92,Travel,Nanded,India,Success,432324.67,206877.38
45442684,700093,2024-05-29,14622.24,Retail,Bardhaman,India,Success,253048.58,66218.9
34303124,268729,2024-06-17,17840.4,Groceries,Kishanganj,India,Success,388376.13,29587.75
68527715,21286,2025-01-18,20327.8,Retail,Ranchi,India,Failed,375431.12,488174.81
50077165,73008,2025-01-05,23567.2,Travel,Jamnagar,India,Success,389932.86,133985.97
29755501,999088,2024-05-28,2282.82,Retail,Surendranagar Dudhrej,India,Failed,154529.07,253697.81
44423266,498086,2024-02-01,40932.08,Groceries,Panihati,India,Success,317419.71,97079.94
60851720,31433,2024-04-28,47348.34,Groceries,Raipur,India,Success,76752.05,342292.2
71135384,276189,2024-08-03,18091.33,Travel,Kamarhati,India,Failed,85656.21,472983.57
90120852,951824,2024-09-21,9372.53,Retail,Cuttack,India,Failed,246647.45,302526.22
79403960,286672,2024-02-01,3426.01,Dining,Coimbatore,India,Success,468861.88,397902.06
22970507,470885,2024-09-26,3610.85,Dining,Ozhukarai,India,Failed,233438.25,102444.52
94045889,995935,2024-03-20,6405.74,Dining,Orai,India,Failed,254043.02,66733.77
90502707,643772,2024-07-04,12809.47,Retail,Tadepalligudem,India,Success,86746.22,353349.87
20091550,862255,2024-09-12,16139.59,Dining,Bhagalpur,India,Success,334767.76,282605.71
69281308,31869,2024-07-22,18008.29,Groceries,Yamunanagar,India,Failed,262300.59,440252.53
30396136,365189,2024-06-24,31679.39,Travel,Panvel,India,Success,195695.02,427352.97
97912386,585223,2024-09-13,40836.65,Groceries,Kolkata,India,Failed,126481.89,472977.35
77287343,886524,2024-10-05,28200.6,Groceries,Dibrugarh,India,Success,459762.95,84920.68
83386721,866982,2025-01-04,16789.79,Retail,Bhiwandi,India,Failed,439597.89,6877.81
70373401,851531,2024-10-02,10695.69,Groceries,Silchar,India,Failed,73971.84,87335.19
67383262,502238,2024-10-13,17308.94,Dining,Thanjavur,India,Failed,103384.61,144644.34
61988961,604305,2024-12-03,24811.0,Groceries,Thrissur,India,Failed,363486.24,378177.26
68823210,561701,2024-05-26,33561.26,Retail,Davanagere,India,Failed,51303.06,23385.01
97499480,268729,2024-11-25,29328.59,Retail,Hyderabad,India,Success,427483.34,297565.1
33457557,16810,2024-12-05,44326.99,Groceries,Mangalore,India,Success,272574.98,11946.49
94434391,305842,2024-12-07,6688.78,Groceries,Bhilai,India,Success,223251.18,342056.63
94452736,309021,2024-09-04,34311.2,Dining,Rampur,India,Failed,231357.79,422075.69
56570013,386727,2024-04-20,45550.38,Groceries,Tezpur,India,Success,316455.95,107365.88
84148904,400232,2024-11-30,3218.22,Dining,Allahabad,India,Failed,264679.67,314541.12
93122586,528889,2024-11-20,42897.85,Retail,Firozabad,India,Failed,383282.37,379667.87
