TransactionID,CustomerID,TransactionDate,TransactionTime,Amount,TransactionType,TransactionChannel,BranchID,BalanceAfterTransaction
88154279,736709,2024-07-05,10:37:38,27690.89,Transfer,ATM,4,145391.25
65309199,142729,2024-09-18,13:11:18,44776.22,Withdrawal,Branch,87,458515.79
37031632,308266,2024-09-05,16:07:49,23459.39,Withdrawal,ATM,25,309496.54
81745435,548531,2024-03-08,02:47:57,25754.67,Withdrawal,Branch,7,276626.09
55340828,667184,2024-06-20,05:22:50,30894.34,Withdrawal,Branch,83,422469.37
99787324,991084,2024-02-27,11:59:49,28599.96,Transfer,Branch,63,290253.99
5273014,73008,2024-09-28,06:48:35,934.64,Deposit,Online,25,304289.47
37057175,714488,2024-05-30,03:34:11,16841.62,Transfer,ATM,5,191835.53
6418530,294479,2024-06-08,00:46:19,49322.03,Withdrawal,Online,75,354961.38
33960378,939767,2024-09-22,10:26:33,45730.96,Transfer,Branch,54,397423.93
10875574,645408,2024-08-02,04:57:08,46712.08,Withdrawal,Branch,16,469744.06
39527585,136362,2024-10-08,06:09:18,25670.28,Transfer,Online,97,457742.01
11000328,560612,2024-09-12,10:08:08,38551.01,Deposit,Branch,99,314723.87
15876903,46388,2024-05-06,01:22:08,40290.9,Deposit,ATM,27,89938.8
69662198,36934,2024-08-28,07:28:16,12556.47,Withdrawal,Branch,70,481564.3
69719270,677751,2024-02-05,11:37:25,9590.32,Deposit,Online,64,129740.44
25767278,468650,2024-07-25,08:57:26,4675.21,Withdrawal,ATM,19,285671.08
50229318,826113,2024-10-31,03:20:24,39953.37,Withdrawal,Branch,47,481042.25
6267251,51228,2025-01-11,01:38:57,29643.57,Deposit,Branch,90,184792.06
67983164,418319,2024-08-13,19:13:52,47236.05,Deposit,Branch,85,101590.06
61788883,143773,2024-03-06,14:33:10,34969.76,Withdrawal,Online,26,200181.72
45945602,335959,2024-06-11,20:38:24,1945.15,Transfer,Online,86,237792.1
98890746,536935,2024-05-11,00:51:21,14398.27,Withdrawal,Branch,50,168696.48
58771561,37251,2024-08-14,10:30:44,43385.94,Transfer,Online,46,315305.1
85980744,460385,2024-05-04,23:42:42,1662.65,Deposit,Online,94,183305.89
87267200,365297,2024-01-31,05:37:59,48245.17,Deposit,Branch,55,84638.43
13104412,538344,2024-05-07,01:19:38,14034.83,Withdrawal,ATM,35,92834.31
65447213,3447,2024-05-03,22:11:06,5849.82,Withdrawal,Branch,73,293315.99
95180437,286672,2024-01-25,04:22:15,1050.25,Transfer,Online,73,136973.74
86885077,580471,2024-10-10,02:19:14,10110.5,Deposit,Online,92,313515.41
20210345,231211,2024-01-28,09:33:41,26315.2,Deposit,Online,97,477654.68
18855289,493707,2024-02-16,01:47:02,12941.77,Withdrawal,Online,91,495466.88
30755447,427156,2024-12-11,09:38:57,35855.06,Transfer,ATM,39,166199.64
86942429,773797,2024-09-06,11:04:40,40295.33,Withdrawal,ATM,23,401761.48
57480406,407152,2024-11-18,17:45:37,31909.77,Transfer,Branch,1,241322.71
64387812,342569,2024-05-24,01:56:20,7623.54,Transfer,Online,30,497651.75
70560847,907014,2024-03-07,19:27:06,41739.16,Deposit,Online,28,269008.42
96160057,485108,2024-11-27,01:55:45,23415.35,Transfer,Online,60,281382.09
17893367,650483,2024-05-27,02:21:12,20759.24,Deposit,ATM,5,482157.32
54510120,640415,2024-04-26,23:24:35,43151.89,Withdrawal,ATM,90,203478.24
85339349,365201,2024-08-05,12:26:19,12928.49,Withdrawal,ATM,27,181370.22
24355171,99856,2024-03-12,18:13:56,20531.27,Deposit,Branch,14,318989.12
32324686,468650,2024-09-27,11:06:01,2260.92,Withdrawal,Branch,84,148083.39
64165093,712634,2024-04-16,00:27:21,23282.43,Withdrawal,Online,70,494385.49
83053409,543970,2024-12-14,02:56:07,41412.13,Withdrawal,ATM,44,204104.92
68461104,884582,2024-02-09,01:20:36,17214.87,Withdrawal,Online,38,29506.81
93847205,116374,2024-08-28,14:37:12,38067.46,Withdrawal,Online,50,319182.38
38577969,363268,2024-08-26,06:14:29,30812.79,Deposit,Branch,2,270061.66
43568134,418082,2024-09-02,08:14:23,45828.4,Withdrawal,ATM,36,96571.29
20664835,948630,2024-04-29,02:59:36,1804.6,Deposit,Branch,81,474032.62
42632986,885698,2025-01-08,06:04:52,29895.16,Withdrawal,ATM,96,83283.57
15801622,730669,2024-05-02,18:35:21,34458.32,Transfer,Online,22,364234.35
36824862,532438,2024-07-22,05:53:52,7218.02,Deposit,ATM,33,305552.26
285996,696489,2024-03-29,23:52:00,14029.97,Transfer,Online,12,102460.3
77321515,884582,2024-08-04,21:49:10,2957.68,Deposit,ATM,94,263552.95
72746056,665344,2024-11-08,23:29:41,13713.61,Transfer,Branch,57,446062.03
59589474,176638,2024-12-07,22:01:42,42921.11,Withdrawal,Branch,92,203981.32
63107938,510846,2024-09-03,22:17:31,9442.53,Withdrawal,ATM,93,143963.13
46611128,728399,2024-02-26,01:57:25,39000.14,Transfer,Online,81,402275.67
51026046,248547,2024-04-05,20:24:24,29671.4,Transfer,Online,21,452684.83
13687539,930317,2024-04-01,21:13:11,16735.81,Deposit,Branch,85,153631.83
43224614,47595,2024-11-01,02:22:21,26636.58,Withdrawal,Online,67,438010.19
21247482,310559,2024-04-25,13:01:12,16830.21,Transfer,Branch,71,255454.41
61826535,813290,2024-05-24,14:20:37,2087.05,Withdrawal,ATM,27,165049.44
78630616,105663,2024-10-30,10:11:30,6007.53,Deposit,Branch,19,352770.87
64735673,774748,2024-08-10,10:09:23,34433.56,Withdrawal,Branch,25,406634.25
73731650,3852,2024-11-30,14:57:14,32614.35,Deposit,Online,35,238787.98
27845688,951495,2024-06-28,17:21:11,25514.14,Withdrawal,ATM,82,104222.36
5418520,827705,2025-01-15,15:53:55,16295.24,Transfer,ATM,82,209861.22
83363341,425037,2024-03-18,08:22:59,43370.54,Transfer,Online,91,287661.45
71632996,238360,2024-09-03,10:30:35,15719.34,Transfer,ATM,71,106698.5
70369936,336258,2024-03-30,02:11:50,18044.26,Transfer,Branch,32,104320.98
56111274,706364,2024-09-26,04:01:33,6830.49,Transfer,Branch,73,359246.91
33027832,324224,2024-10-28,23:10:52,8941.32,Deposit,Branch,50,152864.79
97376842,563306,2024-02-15,15:52:12,31902.63,Withdrawal,Branch,82,218194.39
87367673,390304,2024-03-22,16:20:53,40526.57,Deposit,ATM,12,257670.47
55457958,930317,2024-02-25,02:24:56,47063.04,Withdrawal,Online,66,380173.81
34361736,694924,2024-08-16,09:03:39,18926.15,Transfer,Online,82,496425.12
25087839,50462,2024-03-30,07:49:00,21309.3,Deposit,Online,11,128739.77
77156580,298042,2024-02-01,21:16:35,1622.24,Deposit,ATM,4,56566.07
40900969,853028,2024-05-15,17:29:04,29164.98,Deposit,Online,60,13645.06
93673908,963391,2024-08-23,14:49:26,34467.76,Deposit,Branch,21,477558.45
9235995,206654,2024-12-28,11:54:04,18980.71,Withdrawal,Online,74,193843.28
81249438,840250,2024-11-11,21:54:55,44852.52,Transfer,ATM,16,230688.09
13001256,497313,2024-02-23,14:36:41,35089.92,Transfer,ATM,20,51390.2
81508850,19689,2024-01-30,10:56:13,12014.3,Transfer,Online,88,16211.38
37359222,982733,2024-08-22,02:13:21,31410.94,Transfer,Online,74,166417.0
47432386,368675,2024-12-26,19:26:25,19954.61,Withdrawal,Online,23,495045.51
27237909,735380,2024-08-12,02:34:44,46013.6,Deposit,ATM,94,185179.57
21084341,413823,2024-01-28,00:38:17,49469.31,Transfer,Online,41,65807.03
49384962,638288,2024-05-04,07:58:22,44428.31,Withdrawal,Online,22,67247.01
70765030,685719,2024-01-25,03:42:45,33244.41,Transfer,ATM,73,480372.55
66659307,313521,2024-10-14,17:32:49,14656.82,Deposit,ATM,12,436011.03
67086977,583214,2024-07-22,17:19:42,32446.48,Transfer,Branch,39,151230.96
51607799,371804,2024-06-08,16:22:39,11772.56,Transfer,Branch,6,38413.21
49617593,327405,2024-05-09,16:43:34,41413.43,Withdrawal,ATM,22,260239.11
84934872,754539,2024-09-22,15:09:55,15009.24,Transfer,Online,12,471003.41
68896359,347879,2025-01-13,05:18:59,31561.09,Transfer,Online,1,213821.95
27838754,719638,2024-08-27,09:45:38,9460.48,Withdrawal,Branch,61,461082.43
3015820,948212,2024-09-25,09:51:14,46006.78,Deposit,Branch,65,372601.49
27879625,536935,2025-01-05,17:56:32,48289.73,Transfer,ATM,6,172148.38
54216149,468650,2025-01-15,07:20:21,43338.13,Withdrawal,Online,55,103179.29
97083357,720791,2024-01-28,03:12:22,39062.32,Transfer,ATM,36,479766.25
110515,747732,2024-04-07,08:33:21,41834.71,Deposit,ATM,4,272597.05
26060492,309021,2024-12-02,04:37:04,27616.31,Transfer,ATM,94,215810.39
14449399,152564,2024-07-12,06:41:21,17391.35,Deposit,ATM,51,139186.62
53988608,234415,2024-11-21,06:27:47,45028.62,Transfer,Online,25,421758.29
54977410,944405,2024-12-26,06:12:56,41931.15,Withdrawal,Branch,9,445496.22
87163674,624454,2024-05-27,23:25:10,13644.8,Deposit,ATM,15,85339.5
54512204,890259,2024-04-21,00:05:29,14386.66,Transfer,Branch,8,293446.3
71739921,855851,2024-11-05,23:13:12,34456.4,Transfer,ATM,60,93679.16
26313036,497496,2024-03-21,13:04:46,25742.65,Withdrawal,Branch,59,299722.65
79971457,411343,2024-08-19,22:44:35,15629.91,Transfer,Branch,26,129070.82
27135127,955563,2024-07-17,11:37:42,25036.25,Transfer,Branch,86,170970.93
29679527,827705,2024-08-06,13:35:27,32310.8,Transfer,Online,23,402517.67
4734262,146801,2024-11-01,07:53:44,5370.36,Transfer,Branch,80,83899.28
38524100,713573,2024-05-28,04:55:07,553.99,Deposit,Online,58,339598.02
21606671,556894,2024-03-05,23:31:53,8345.14,Withdrawal,Online,64,160982.92
20939117,413823,2024-03-19,19:00:23,44254.27,Transfer,Online,19,116095.9
15734020,405691,2024-10-12,16:57:00,28334.98,Withdrawal,Online,48,28566.94
18733501,429676,2024-01-20,17:50:49,40367.1,Deposit,ATM,14,266257.58
4766197,406915,2025-01-15,19:48:25,34539.14,Withdrawal,ATM,58,143093.35
78024526,916450,2024-10-11,04:15:34,24564.45,Withdrawal,ATM,18,79927.73
94785868,711725,2024-05-23,01:56:53,11173.88,Deposit,Online,42,201675.52
95402921,985964,2024-01-22,19:01:15,44608.91,Withdrawal,Online,69,32205.83
34607774,153884,2024-02-09,21:26:28,18667.52,Transfer,ATM,64,389761.16
41597130,801109,2024-04-21,09:08:39,25648.12,Withdrawal,Branch,61,435902.61
21141360,37036,2024-02-19,20:19:31,25511.75,Withdrawal,ATM,48,361633.41
69342686,337573,2024-09-25,08:19:02,40274.3,Withdrawal,ATM,37,194266.1
67923055,661330,2024-03-07,03:54:58,48486.44,Transfer,ATM,10,195772.35
11638730,603650,2024-04-15,18:38:44,35022.58,Deposit,ATM,98,194398.1
78687586,853028,2024-04-25,17:56:22,8927.76,Withdrawal,ATM,8,457727.0
12627393,807734,2025-01-02,12:51:12,21609.39,Transfer,ATM,65,136577.93
76129540,347598,2024-08-15,02:31:11,39045.38,Withdrawal,ATM,26,211086.32
96006440,801109,2024-05-17,12:32:14,25770.5,Deposit,ATM,66,319071.24
35627588,667184,2024-01-21,14:53:29,41513.58,Transfer,Branch,41,448192.35
45982832,950030,2024-07-27,00:59:42,19960.87,Deposit,ATM,36,400249.13
84381039,390304,2024-11-16,15:08:46,20430.94,Withdrawal,Branch,13,367816.75
20192853,548344,2024-01-25,05:45:30,24326.07,Withdrawal,Branch,93,254534.03
99998112,322990,2024-08-03,01:37:43,27719.21,Deposit,Online,1,165710.97
46362772,947935,2024-03-07,00:49:24,9805.75,Transfer,ATM,28,193348.82
75663678,877770,2024-07-22,12:11:04,30055.12,Withdrawal,ATM,81,373436.49
38805279,329017,2024-05-28,21:40:00,27415.65,Deposit,Online,64,475949.4
34185601,960252,2024-04-12,05:06:44,20358.58,Transfer,ATM,77,191932.09
89681119,543391,2024-01-21,00:18:09,35428.1,Withdrawal,ATM,52,350073.27
35544679,333481,2024-12-29,17:14:21,42843.9,Transfer,Online,100,429339.49
70551456,309710,2024-11-20,01:03:46,25863.86,Withdrawal,Online,11,213633.46
62901635,299639,2024-12-01,15:37:30,37109.6,Deposit,Online,26,460799.77
92898206,363965,2024-09-21,04:38:56,29043.55,Deposit,ATM,2,175318.61
29884886,80920,2024-07-07,12:05:09,27744.16,Transfer,ATM,22,131510.25
13894696,150765,2024-08-12,22:39:43,3169.56,Transfer,Branch,15,328791.12
91506962,418045,2024-10-05,17:32:31,36185.77,Withdrawal,ATM,26,177826.43
14901779,350366,2024-01-21,12:42:45,40444.78,Transfer,Online,74,270833.33
55581774,860431,2024-03-26,07:45:06,31676.1,Withdrawal,Branch,80,282814.52
23302560,554711,2024-12-19,01:44:08,10323.59,Deposit,Branch,7,385180.25
36229507,282576,2024-04-27,04:05:46,12320.49,Transfer,Online,5,12973.49
73337134,419282,2024-08-27,19:59:19,6656.7,Deposit,Branch,59,441017.21
81201109,525970,2024-11-05,07:44:29,16928.35,Withdrawal,Branch,33,335461.12
4377615,449588,2024-04-27,09:06:04,18157.48,Transfer,Branch,90,187780.59
31801594,325095,2024-01-26,10:06:22,525.81,Withdrawal,Branch,91,279507.44
39600465,409072,2024-11-08,17:59:20,47399.46,Transfer,ATM,52,65127.47
73983977,404536,2024-07-30,21:08:33,13580.27,Deposit,ATM,48,100529.62
84574094,976465,2024-04-09,21:31:30,9135.3,Withdrawal,ATM,50,337160.8
81016333,699478,2024-04-02,12:51:04,40362.08,Transfer,Online,94,242192.26
1985270,308580,2024-06-06,17:56:42,3524.98,Deposit,Online,91,50476.48
80827158,259408,2024-02-07,16:03:46,46560.84,Transfer,ATM,39,352938.89
27335327,468075,2024-08-19,12:25:32,7708.33,Transfer,Online,86,124763.85
85580137,188232,2024-12-09,19:09:20,27486.11,Withdrawal,ATM,39,80126.8
62407543,782067,2024-07-28,14:19:59,27374.35,Deposit,ATM,49,120244.01
12596628,171097,2024-08-19,08:29:31,37430.42,Deposit,ATM,75,474644.28
95993907,303590,2024-08-27,17:30:13,2898.45,Transfer,Online,79,494481.07
98614350,101424,2024-11-26,16:11:29,14017.66,Transfer,Branch,73,290763.84
56741898,522939,2024-10-15,04:39:39,37671.85,Withdrawal,ATM,68,389174.85
41704371,467953,2024-03-07,17:28:43,44156.94,Deposit,Online,7,297916.32
69784344,750791,2024-08-20,10:41:35,30853.82,Transfer,Online,43,456704.05
92506316,160904,2024-03-20,06:04:59,25224.89,Withdrawal,Branch,31,294974.51
52171922,732777,2024-05-28,09:31:25,47751.9,Withdrawal,Online,65,414577.26
63667766,79576,2024-12-08,12:36:03,11548.43,Withdrawal,Branch,41,326557.0
77299582,482339,2024-04-16,06:32:18,32355.58,Withdrawal,Online,83,102170.7
60279775,656852,2024-12-31,20:22:55,43779.65,Transfer,ATM,43,236053.36
43008691,719723,2024-04-01,14:29:35,6292.9,Deposit,ATM,1,126084.12
12950494,277039,2024-07-19,02:27:34,45186.43,Transfer,Online,93,438072.27
69813808,727653,2024-07-26,04:03:17,23664.43,Transfer,Online,72,176972.99
78896484,560612,2024-02-02,17:50:51,41911.95,Transfer,ATM,58,17284.59
68776264,436797,2024-01-23,13:36:24,29090.99,Transfer,Online,72,217879.95
11888627,678704,2024-06-28,08:43:54,42520.3,Transfer,Online,5,152029.7
7601568,892278,2024-10-23,01:57:56,904.88,Deposit,Branch,92,94793.19
39422053,323826,2024-03-11,07:29:20,6667.86,Deposit,ATM,84,232769.1
94361237,75318,2024-11-19,04:34:05,39956.07,Withdrawal,Branch,26,166216.0
25464119,471842,2024-05-24,12:17:31,1417.8,Withdrawal,Online,15,301448.65
57822279,336258,2024-08-14,06:51:06,27615.58,Deposit,Online,91,359630.34
20423821,712762,2024-05-31,12:18:00,4537.49,Transfer,Branch,35,87799.83
62126981,371804,2024-08-07,01:48:01,36630.23,Withdrawal,Branch,38,343943.26
23052781,998505,2024-03-15,09:50:14,48310.76,Transfer,Branch,83,8895.52
55137255,50594,2024-05-23,11:13:23,30894.84,Deposit,Online,35,203907.72
70065085,939786,2024-05-07,01:19:35,40072.2,Withdrawal,Branch,56,86645.99
5398218,77748,2024-08-19,11:32:07,30113.57,Withdrawal,ATM,67,396565.97
2515136,150776,2024-09-04,00:46:37,33540.67,Deposit,Branch,81,464286.56
71743214,643772,2024-03-11,11:27:11,31468.02,Withdrawal,Online,41,408095.73
35897358,59430,2024-09-04,04:30:50,611.97,Deposit,ATM,76,396412.6
57045849,918743,2024-07-31,22:23:04,34236.3,Deposit,Online,32,236145.09
60937651,3854,2024-02-04,14:30:43,10450.27,Transfer,ATM,88,264231.21
25039900,498086,2024-09-17,04:11:42,22714.91,Withdrawal,ATM,32,44705.63
56075066,754539,2024-08-18,01:21:06,6658.31,Deposit,Online,36,405039.54
77630320,75682,2024-05-27,02:09:39,48330.65,Withdrawal,Branch,37,151273.21
79540093,898095,2024-07-31,03:24:42,45739.6,Deposit,Online,55,311653.58
28866646,825065,2024-09-24,12:20:30,18615.64,Transfer,Branch,40,102971.14
65937360,673274,2024-04-23,20:40:22,22028.32,Deposit,Online,25,172422.1
24104795,879346,2024-03-08,23:00:42,9121.36,Transfer,Online,98,165591.86
91214880,316301,2025-01-08,13:29:21,20119.98,Deposit,Branch,58,449156.04
28676293,546117,2024-02-27,18:17:27,22024.36,Deposit,Online,64,271336.58
85520195,430643,2024-12-10,07:59:45,31385.8,Deposit,Branch,73,445170.58
4270343,642369,2024-09-29,12:03:12,38530.51,Deposit,Branch,10,178844.12
36162486,773797,2024-02-28,00:56:41,15828.55,Deposit,Branch,41,417369.1
89977370,118426,2024-03-24,09:59:31,48408.59,Transfer,Online,92,66597.35
23112986,698382,2024-05-13,12:50:04,1474.5,Transfer,Online,42,111703.49
42743803,241725,2024-09-04,05:29:59,26794.54,Withdrawal,ATM,16,187684.89
2455398,582514,2024-03-31,18:34:57,7778.0,Withdrawal,Branch,88,380347.69
93747460,200614,2025-01-07,09:33:06,5313.76,Deposit,Online,71,450666.61
52902558,618250,2024-09-29,10:54:54,7206.55,Deposit,Online,58,430037.03
61975072,617231,2024-08-26,00:29:46,30445.83,Transfer,Online,13,427220.61
29719383,447910,2024-03-01,08:15:23,11834.65,Transfer,ATM,57,478937.11
13682747,436797,2024-03-03,05:46:59,38473.69,Deposit,ATM,80,133279.46
46702554,747732,2024-02-23,13:05:06,2275.64,Transfer,Online,66,307346.25
54742203,548452,2025-01-11,23:07:55,24858.1,Withdrawal,Branch,60,276716.89
51314967,424969,2024-11-09,12:00:25,43277.26,Withdrawal,Online,40,467395.81
8816987,583166,2024-10-28,20:16:10,3295.81,Withdrawal,Online,15,66934.81
37423954,805126,2025-01-07,23:08:24,24574.01,Withdrawal,Branch,28,90913.32
3863751,191628,2024-01-20,22:14:19,30032.8,Deposit,Branch,59,303894.6
65356483,790134,2024-12-26,19:13:10,48543.05,Deposit,ATM,47,2041.97
64075761,832907,2024-10-08,17:35:17,15537.03,Deposit,ATM,26,295875.48
75688894,290060,2024-06-03,19:03:01,10355.64,Deposit,Online,53,47851.56
76175264,15904,2024-08-05,06:18:28,2996.26,Deposit,Branch,17,198691.21
1618028,895766,2024-07-16,23:20:18,22357.47,Transfer,Online,36,345243.5
68190138,533737,2024-09-07,07:03:28,37666.53,Transfer,Branch,41,425568.42
73920904,660587,2024-04-21,02:18:23,15122.86,Deposit,Online,38,457341.63
2049812,815433,2024-11-13,08:45:32,48873.48,Withdrawal,ATM,55,403350.37
20663824,931765,2024-05-16,01:22:20,37469.58,Transfer,Online,5,257113.97
32195960,950030,2024-03-26,00:21:00,13759.4,Withdrawal,Online,74,424475.76
93635086,767638,2024-11-04,08:01:22,1542.79,Withdrawal,Branch,52,131223.57
45045774,847114,2024-07-21,07:53:16,15825.86,Deposit,Branch,24,155348.49
25456405,602984,2024-08-09,13:18:52,34973.03,Deposit,Branch,30,86355.83
85121917,903423,2024-05-18,22:06:14,15896.56,Transfer,ATM,30,262311.26
95745911,791446,2024-09-02,12:46:28,42253.83,Transfer,Online,53,61627.86
22705136,947935,2024-10-20,23:26:38,18398.79,Transfer,Branch,95,109901.77
5064343,107770,2024-09-04,08:13:25,38859.63,Withdrawal,Online,41,194136.8
96758960,294479,2024-12-28,13:20:06,37466.08,Deposit,Branch,1,264773.96
9826446,469749,2024-04-16,23:48:03,14288.48,Withdrawal,Online,89,63606.19
93081042,510170,2024-12-26,01:31:13,15801.67,Transfer,Branch,13,310418.02
85631918,963391,2024-10-28,08:29:26,5239.17,Transfer,Online,93,1105.75
76821910,921883,2024-12-30,21:29:56,15010.06,Withdrawal,Branch,23,356462.24
56122752,656852,2024-10-21,03:21:57,48355.92,Withdrawal,ATM,97,267674.24
9019294,996742,2025-01-14,19:17:41,17690.93,Withdrawal,Branch,20,220129.87
74875043,748416,2024-12-30,07:47:12,45434.71,Transfer,Online,98,204027.99
51538352,904840,2024-12-14,15:54:33,32980.74,Transfer,ATM,91,364067.11
45808175,151323,2024-02-26,03:33:52,40085.66,Transfer,Branch,50,135257.95
25446525,425987,2024-03-15,18:13:22,35550.06,Transfer,ATM,100,420589.03
94781007,652004,2024-02-05,23:02:12,14544.77,Transfer,ATM,6,373675.37
70431631,316322,2024-03-30,12:42:46,48920.72,Deposit,Branch,77,180989.02
35063131,917410,2024-03-04,16:53:56,47098.93,Withdrawal,Online,69,390928.4
96541688,832920,2024-03-17,13:54:52,47099.33,Transfer,Branch,100,283769.71
5829855,803949,2024-11-09,15:29:18,730.69,Withdrawal,Online,81,59726.7
50016240,422077,2024-05-11,18:14:07,25112.44,Deposit,Branch,4,323892.2
26529501,947367,2024-11-18,01:19:51,34739.9,Withdrawal,ATM,36,21085.97
90212265,972958,2024-11-22,05:42:24,5725.93,Withdrawal,Branch,50,105809.97
20652868,536935,2024-03-27,22:45:04,31020.39,Deposit,ATM,39,433935.48
82313303,827531,2024-09-17,20:31:00,26373.83,Deposit,Online,55,218776.8
62807882,315671,2024-07-22,23:30:35,28818.61,Withdrawal,Branch,4,177908.32
10542452,791446,2024-04-11,00:18:56,25518.98,Transfer,Online,41,447276.41
34130624,486971,2024-02-03,19:08:26,27431.47,Withdrawal,Online,73,281204.09
12482896,141161,2024-11-24,06:57:59,43822.11,Deposit,Branch,65,280335.99
87514829,799146,2025-01-03,18:00:59,19076.03,Transfer,ATM,7,57416.44
51286003,840076,2024-08-08,18:30:28,7313.74,Withdrawal,Online,50,388498.75
77117946,779957,2024-07-16,17:07:38,28525.15,Transfer,Branch,76,104695.73
71966989,963391,2025-01-01,12:25:38,195.34,Transfer,Branch,27,470279.26
98512956,191143,2024-09-14,11:34:07,25121.13,Transfer,Online,86,111625.68
58280728,720214,2024-01-30,22:08:27,15422.89,Transfer,Online,18,128028.11
23116928,677117,2024-09-13,13:59:42,17509.98,Transfer,Online,75,363709.64
53317490,256929,2024-03-06,05:33:41,47822.78,Transfer,Branch,78,122342.65
61312658,404536,2024-03-05,20:48:19,13362.05,Deposit,Online,62,234805.94
73201520,464506,2024-01-30,17:00:49,21167.84,Transfer,Online,11,252735.47
40897837,534260,2024-08-24,13:20:25,29458.3,Deposit,ATM,89,421962.25
47288196,694707,2024-02-11,12:37:38,7183.84,Transfer,Branch,50,259811.21
15830514,960252,2024-03-02,22:54:04,42284.35,Withdrawal,ATM,16,179944.27
81084116,917940,2024-10-22,21:34:06,26821.95,Transfer,ATM,62,58001.79
68554564,696961,2024-12-12,21:31:36,36623.89,Withdrawal,Online,45,51350.76
76052751,955117,2024-12-20,09:08:30,7783.9,Withdrawal,Branch,46,68344.06
84767608,375995,2024-08-05,06:53:47,15290.9,Withdrawal,ATM,94,228460.46
13394032,551532,2024-02-15,21:39:37,33867.28,Deposit,Branch,97,187184.59
80607352,320373,2024-03-30,19:40:58,44455.04,Deposit,Branch,89,408628.87
35855383,50094,2024-06-22,23:10:23,39265.74,Withdrawal,ATM,10,247551.26
76985432,855851,2024-12-13,21:12:30,22336.93,Withdrawal,Branch,37,58758.77
42936880,931765,2024-04-16,23:42:50,37292.21,Deposit,Branch,8,173667.02
91432747,599706,2024-09-29,19:58:25,25090.44,Withdrawal,Online,14,398960.03
5965732,995935,2024-02-09,08:04:19,27338.72,Withdrawal,Branch,97,110255.46
40040610,413823,2024-03-09,16:58:24,32959.38,Deposit,Branch,37,415572.97
81180260,848052,2024-02-05,06:31:37,43243.52,Deposit,Branch,22,31671.21
55618787,948212,2024-07-12,15:41:29,25908.62,Deposit,Online,72,139417.86
63910748,750058,2024-08-15,20:07:32,23839.98,Transfer,Branch,46,374858.22
17128085,284103,2024-09-08,09:59:57,25253.67,Transfer,Online,28,310886.5
